C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_57_856.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_57_856.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_57_856.jpg, 0, 0, 0, 5.011634
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_58_162.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_58_162.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_58_162.jpg, 0, 0, 0, 4.844989
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_58_320.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_58_320.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_58_320.jpg, 0, 0, 0, 4.763663
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_58_475.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_58_475.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_58_475.jpg, 0, 0, 0, 4.683638
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_58_635.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_58_635.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_58_635.jpg, 0, 0, 0, 4.604894
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_58_798.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_58_798.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_58_798.jpg, 0, 0, 0, 4.527413
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_58_962.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_58_962.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_58_962.jpg, 0, 0, 0, 4.45117
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_59_143.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_59_143.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_59_143.jpg, 0, 0, 0, 4.366856
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_59_308.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_59_308.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_59_308.jpg, 0, 0, 0, 4.284058
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_59_471.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_59_471.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_59_471.jpg, 0, 0, 0, 4.21171
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_59_634.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_59_634.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_59_634.jpg, 0, 0, 0, 4.140521
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_59_789.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_59_789.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_59_789.jpg, 0, 0, 0, 4.070474
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_15_59_952.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_15_59_952.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_15_59_952.jpg, 0, 0, 0, 4.001547
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_16_00_126.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_16_00_126.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_16_00_126.jpg, 0, 0, 0, 3.933724
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_16_00_305.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_16_00_305.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_16_00_305.jpg, -0.537292, 0, 0, 3.777984
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_16_00_473.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_16_00_473.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_16_00_473.jpg, -0.0348264, 0, 0, 3.683165
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_16_00_667.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_16_00_667.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_16_00_667.jpg, -0.6187497, 0, 0, 3.511864
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_16_00_817.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_16_00_817.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_16_00_817.jpg, -0.170661, 0, 0, 3.452178
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_16_00_976.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_16_00_976.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_16_00_976.jpg, 0, 0, 0, 3.3907
C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\center_2017_09_21_10_16_01_144.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\left_2017_09_21_10_16_01_144.jpg, C:\Users\L18905\Documents\2017\Personal\RG STEM\STEM Club Self driving car\Self Driving Car\data\IMG\right_2017_09_21_10_16_01_144.jpg, 0, 0, 0, 3.333359
